character_1,character_2,char1_wins,char2_wins,total_games,char1_winrate,char1_normalized,char2_normalized,id_char1,weight_char1,recovery_char1,speed_char1,combo_game_char1,projectiles_char1,killpower_char1,ledgetrap_char1,edgeguard_char1,spacing_char1,cheese_char1,popularity_char1,pro_scene_char1,online_winrate_char1,easy_char1,id_char2,weight_char2,recovery_char2,speed_char2,combo_game_char2,projectiles_char2,killpower_char2,ledgetrap_char2,edgeguard_char2,spacing_char2,cheese_char2,popularity_char2,pro_scene_char2,online_winrate_char2,easy_char2,Weight_char1,Gravity_char1,Run Maximum Velocity_char1,Walk Maximum Velocity_char1,Maximum Horizontal Air Speed_char1,Maximum Fall Speed_char1,Dash Initial Velocity_char1,Maximum Air Acceleration_char1,Weight_char2,Gravity_char2,Run Maximum Velocity_char2,Walk Maximum Velocity_char2,Maximum Horizontal Air Speed_char2,Maximum Fall Speed_char2,Dash Initial Velocity_char2,Maximum Air Acceleration_char2,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff,Weight_diff,Gravity_diff,Run Maximum Velocity_diff,Walk Maximum Velocity_diff,Maximum Horizontal Air Speed_diff,Maximum Fall Speed_diff,Dash Initial Velocity_diff,Maximum Air Acceleration_diff,matchup_binary
chrom,samus,2,4,6,0.3333333333333333,Chrom,Samus,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,108.0,0.075,1.654,1.115,1.103,1.33,1.87,0.09,-13,-4,3,5,-4,-26,-3,-6,2,-2.0,-13.0,0.03900000000000001,0.4910000000000001,0.09299999999999997,0.19900000000000007,0.47,0.33000000000000007,-0.039999999999999994,Char2_Wins
metaknight,ridley,3,2,5,0.6,Meta Knight,Ridley,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,80.0,0.11,2.09,1.239,1.04,1.66,2.211,0.075,107.0,0.09,2.2,1.1,1.05,1.78,1.8,0.07,-27,5,1,6,-2,-15,-2,18,0,0.0,-27.0,0.020000000000000004,-0.11000000000000032,0.139,-0.010000000000000009,-0.1200000000000001,0.4109999999999998,0.0049999999999999906,Char1_Wins
jigglypuff,yoshi,3,5,8,0.375,Jigglypuff,Yoshi,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,,,,,,,,,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,-36,-3,-4,3,-1,-6,-9,37,0,-1.0,,,,,,,,,Char2_Wins
ike,yoshi,22,13,35,0.6285714285714286,Ike,Yoshi,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,107.0,0.092,1.507,0.912,1.134,1.65,1.815,0.05,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,4,-1,-3,0,-1,-15,-8,-10,3,-4.0,3.0,0.011999999999999997,-0.5389999999999999,-0.29599999999999993,-0.2100000000000002,0.3599999999999999,-0.16500000000000004,-0.048,Char1_Wins
palutena,terry,15,3,18,0.8333333333333334,Palutena,Terry,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,91.0,0.12,2.077,1.271,1.0,1.55,2.035,0.115,,,,,,,,,-17,2,3,-9,1,11,3,18,2,-2.0,,,,,,,,,Char1_Wins
bowser,terry,4,4,8,0.5,Bowser,Terry,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,,,,,,,,,,,,,,,,,27,0,3,-8,-1,5,0,6,2,1.0,,,,,,,,,Char1_Wins
lucina,terry,6,1,7,0.8571428571428571,Lucina,Terry,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,,,,,,,,,-18,3,4,-10,-1,14,-7,20,4,-6.0,,,,,,,,,Char1_Wins
lucas,ness,12,5,17,0.7058823529411765,Lucas,Ness,37,94,6,4,29,4,150,15,30,4,6.0,14500,4.773,52.91,3.9585,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,94.0,0.09,1.65,0.893,1.155,1.37,1.815,0.095,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,0,1,1,3,0,16,-10,10,0,-3.0,0.0,0.012999999999999998,0.040999999999999925,-0.014000000000000012,0.14800000000000013,0.06000000000000005,-0.01100000000000012,-0.0050000000000000044,Char1_Wins
chrom,lucina,20,4,24,0.8333333333333334,Chrom,Lucina,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,5,-4,0,0,0,-17,10,-12,-1,1.0,5.0,0.03900000000000001,0.18100000000000005,-0.367,0.2310000000000001,0.21999999999999997,-0.054999999999999716,-0.03,Char1_Wins
ike,shulk,6,1,7,0.8571428571428571,Ike,Shulk,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,107.0,0.092,1.507,0.912,1.134,1.65,1.815,0.05,97.0,0.098,1.672,1.155,1.113,1.58,1.87,0.05,11,-1,-1,1,0,-3,-8,-33,0,-7.0,10.0,-0.006000000000000005,-0.16500000000000004,-0.243,0.020999999999999908,0.06999999999999984,-0.05500000000000016,0.0,Char1_Wins
ike,rosalina & luma,4,1,5,0.8,Ike,Rosalina & Luma,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,107.0,0.092,1.507,0.912,1.134,1.65,1.815,0.05,,,,,,,,,26,1,-2,3,-3,-25,-12,-2,1,-7.0,,,,,,,,,Char1_Wins
dr. mario,mario,2,3,5,0.4,Dr. Mario,Mario,18,98,1,2,31,2,131,20,25,1,2.0,7500,3.394,54.64,3.457766667,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,,,,,,,,,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,0,-3,-3,-3,0,-7,6,9,0,-2.0,,,,,,,,,Char2_Wins
piranha plant,roy,3,2,5,0.6,Piranha Plant,Roy,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,,,,,,,,,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,17,0,-4,-3,3,22,-1,7,-2,3.0,,,,,,,,,Char1_Wins
kazuya,piranha plant,3,2,5,0.6,Kazuya,Piranha Plant,80,113,5,1,46,2,116,10,7,1,10.0,22100,8.638,53.49,5.6807,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,,,,,,,,,,,,,,,,,1,1,-2,18,-2,-28,-8,-11,-1,4.0,,,,,,,,,Char1_Wins
isabelle,piranha plant,4,1,5,0.8,Isabelle,Piranha Plant,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,,,,,,,,,,,,,,,,,-24,1,0,0,1,-10,3,3,0,1.0,,,,,,,,,Char1_Wins
ike,mii brawler,3,4,7,0.4285714285714285,Ike,Mii Brawler,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,51,94,5,5,30,2,133,14,8,2,6.0,11000,6.807,50.53,3.4303,107.0,0.092,1.507,0.912,1.134,1.65,1.815,0.05,,,,,,,,,14,1,-2,-1,-1,-15,-9,0,3,-5.0,,,,,,,,,Char2_Wins
terry,zelda,3,3,6,0.5,Terry,Zelda,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,,,,,,,,,85.0,0.071,1.43,0.914,1.092,1.35,1.958,0.065,23,-4,0,16,-3,3,1,-7,-1,0.0,,,,,,,,,Char1_Wins
marth,peach,4,3,7,0.5714285714285714,Marth,Peach,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,89.0,0.07,1.595,0.924,1.029,1.19,1.826,0.12,1,-1,4,-11,-3,-14,-6,-7,2,-2.0,1.0,0.0049999999999999906,0.369,0.6509999999999999,0.04200000000000004,0.3900000000000001,0.4289999999999998,-0.039999999999999994,Char1_Wins
greninja,zelda,6,1,7,0.8571428571428571,Greninja,Zelda,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,,,,,,,,,85.0,0.071,1.43,0.914,1.092,1.35,1.958,0.065,3,-2,5,6,-3,3,-6,1,2,-6.0,,,,,,,,,Char1_Wins
kazuya,palutena,1,4,5,0.2,Kazuya,Palutena,80,113,5,1,46,2,116,10,7,1,10.0,22100,8.638,53.49,5.6807,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,,,,,,,,,91.0,0.12,2.077,1.271,1.0,1.55,2.035,0.115,22,0,-5,17,-1,-20,-16,-20,-2,5.0,,,,,,,,,Char2_Wins
joker,marth,3,7,10,0.3,Joker,Marth,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,,,,,,,,,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,3,2,-2,-1,2,0,-4,12,-1,5.0,,,,,,,,,Char2_Wins
marth,palutena,9,8,17,0.5294117647058824,Marth,Palutena,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,91.0,0.12,2.077,1.271,1.0,1.55,2.035,0.115,-1,1,1,0,-2,-1,-14,2,2,-3.0,-1.0,-0.045,-0.11299999999999999,0.30400000000000005,0.07099999999999995,0.030000000000000027,0.21999999999999975,-0.035,Char1_Wins
bayonetta,littlemac,3,2,5,0.6,Bayonetta,Little Mac,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,81.0,0.12,1.76,0.945,1.019,1.77,1.936,0.095,87.0,0.09,2.464,1.386,1.208,1.95,2.365,0.04,-6,7,-4,15,2,37,-12,14,0,-3.0,-6.0,0.03,-0.704,-0.44099999999999995,-0.18900000000000006,-0.17999999999999994,-0.42900000000000027,0.055,Char1_Wins
bayonetta,megaman,1,6,7,0.1428571428571428,Bayonetta,Megaman,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,81.0,0.12,1.76,0.945,1.019,1.77,1.936,0.095,,,,,,,,,-21,0,-1,18,-2,19,-1,-7,0,2.0,,,,,,,,,Char2_Wins
bayonetta,cloud,11,9,20,0.55,Bayonetta,Cloud,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,81.0,0.12,1.76,0.945,1.019,1.77,1.936,0.095,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,-19,5,-2,6,1,13,-4,1,-3,4.0,-19.0,0.021999999999999992,-0.4069999999999998,-0.21000000000000008,-0.13600000000000012,0.09000000000000008,-0.20900000000000007,0.024999999999999994,Char1_Wins
jigglypuff,pikachu,6,2,8,0.75,Jigglypuff,Pikachu,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,,,,,,,,,79.0,0.095,2.039,1.302,0.957,1.55,1.98,0.1,-11,-5,-4,5,-2,-18,-5,17,0,-4.0,,,,,,,,,Char1_Wins
jigglypuff,zelda,4,3,7,0.5714285714285714,Jigglypuff,Zelda,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,,,,,,,,,85.0,0.071,1.43,0.914,1.092,1.35,1.958,0.065,-17,-3,-1,10,-4,5,-18,39,0,-3.0,,,,,,,,,Char1_Wins
falco,megaman,5,2,7,0.7142857142857143,Falco,Megaman,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,82.0,0.13,1.619,1.344,0.977,1.8,2.035,0.1,,,,,,,,,-20,-5,0,12,-3,-6,-1,1,1,-3.0,,,,,,,,,Char1_Wins
ganondorf,mario,9,3,12,0.75,Ganondorf,Mario,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,,,,,,,,,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,20,-3,-3,-8,-1,-5,-4,-4,1,1.0,,,,,,,,,Char1_Wins
ganondorf,toon link,4,4,8,0.5,Ganondorf,Toon Link,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,,,,,,,,,,,,,,,,,27,-5,-3,1,-4,-5,-11,-6,-2,1.0,,,,,,,,,Char1_Wins
ness,rosalina & luma,5,4,9,0.5555555555555556,Ness,Rosalina & Luma,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,,,,,,,,,12,0,-2,0,0,-9,8,10,0,1.0,,,,,,,,,Char1_Wins
ganondorf,rosalina & luma,2,4,6,0.3333333333333333,Ganondorf,Rosalina & Luma,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,,,,,,,,,,,,,,,,,36,-4,-3,0,-3,-10,-7,2,-2,-3.0,,,,,,,,,Char2_Wins
ganondorf,ness,13,9,22,0.5909090909090909,Ganondorf,Ness,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,,,,,,,,,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,24,-4,-1,0,-3,-1,-15,-8,-2,-4.0,,,,,,,,,Char1_Wins
pikachu,terry,2,3,5,0.4,Pikachu,Terry,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,79.0,0.095,2.039,1.302,0.957,1.55,1.98,0.1,,,,,,,,,-29,6,3,-11,1,20,-14,29,1,1.0,,,,,,,,,Char2_Wins
hero,snake,5,2,7,0.7142857142857143,Hero,Snake,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,,,,,,,,,106.0,0.08,1.595,0.882,0.987,1.73,1.76,0.03,-5,0,1,5,-1,-12,10,4,4,0.0,,,,,,,,,Char1_Wins
king k. rool,yoshi,14,9,23,0.6086956521739131,King K. Rool,Yoshi,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,,,,,,,,,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,29,-2,-3,0,2,-3,4,-7,1,5.0,,,,,,,,,Char1_Wins
hero,joker,4,2,6,0.6666666666666666,Hero,Joker,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,,,,,,,,,,,,,,,,,8,-1,-1,-3,1,-8,4,-25,1,3.0,,,,,,,,,Char1_Wins
hero,king dedede,4,3,7,0.5714285714285714,Hero,King Dedede,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,,,,,,,,,,,,,,,,,-26,0,2,-3,0,5,-16,-10,0,0.0,,,,,,,,,Char1_Wins
hero,pokemon trainer,6,3,9,0.6666666666666666,Hero,Pokemon Trainer,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,,,,,,,,,,,,,,,,,5,0,-1,-9,1,-5,1,-22,2,5.0,,,,,,,,,Char1_Wins
pichu,pit,4,1,5,0.8,Pichu,Pit,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,62.0,0.14,1.892,1.302,1.029,1.9,1.98,0.1,96.0,0.081,1.828,1.259,0.935,1.48,2.09,0.075,-34,3,0,2,0,-1,5,-3,-2,7.0,-34.0,0.05900000000000001,0.06399999999999983,0.04300000000000015,0.09399999999999986,0.41999999999999993,-0.10999999999999988,0.02500000000000001,Char1_Wins
mario,pit,6,3,9,0.6666666666666666,Mario,Pit,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,96.0,0.081,1.828,1.259,0.935,1.48,2.09,0.075,2,-2,0,5,-1,-1,7,-20,-3,3.0,2.0,0.0059999999999999915,-0.06800000000000006,-0.10399999999999987,0.2729999999999999,0.020000000000000018,-0.15399999999999991,0.0050000000000000044,Char1_Wins
ness,yoshi,25,20,45,0.5555555555555556,Ness,Yoshi,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,-10,-2,-3,-3,2,1,12,2,2,4.0,-10.0,-0.0030000000000000027,-0.43699999999999983,-0.30099999999999993,-0.3370000000000002,0.020000000000000018,-0.15399999999999991,0.0020000000000000018,Char1_Wins
link,pit,2,3,5,0.4,Link,Pit,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,104.0,0.096,1.534,1.247,0.924,1.6,1.98,0.05,96.0,0.081,1.828,1.259,0.935,1.48,2.09,0.075,8,-1,-1,-4,2,-6,16,-22,0,2.0,8.0,0.015,-0.29400000000000004,-0.011999999999999789,-0.01100000000000001,0.1200000000000001,-0.10999999999999988,-0.024999999999999994,Char2_Wins
bowser,pit,7,0,7,1.0,Bowser,Pit,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,,,,,,,,,96.0,0.081,1.828,1.259,0.935,1.48,2.09,0.075,39,-3,1,1,-2,-9,16,-21,-1,7.0,,,,,,,,,Char1_Wins
link,metaknight,4,3,7,0.5714285714285714,Link,Meta Knight,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,104.0,0.096,1.534,1.247,0.924,1.6,1.98,0.05,80.0,0.11,2.09,1.239,1.04,1.66,2.211,0.075,24,-4,-2,-8,4,14,11,-28,1,1.0,24.0,-0.013999999999999999,-0.5559999999999998,0.008000000000000007,-0.11599999999999999,-0.05999999999999983,-0.23099999999999987,-0.024999999999999994,Char1_Wins
palutena,sephiroth,7,9,16,0.4375,Palutena,Sephiroth,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,91.0,0.12,2.077,1.271,1.0,1.55,2.035,0.115,,,,,,,,,12,-1,2,4,0,4,11,0,-2,-1.0,,,,,,,,,Char2_Wins
megaman,sephiroth,5,2,7,0.7142857142857143,Megaman,Sephiroth,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,,,,,,,,,,,,,,,,,23,2,1,-3,2,2,-1,-2,-3,-1.0,,,,,,,,,Char1_Wins
greninja,piranha plant,1,4,5,0.2,Greninja,Piranha Plant,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,,,,,,,,,,,,,,,,,-24,1,5,0,-2,-19,-2,-1,2,-5.0,,,,,,,,,Char2_Wins
corrin,diddy kong,8,2,10,0.8,Corrin,Diddy Kong,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,,,,,,,,,,,,,,,,,8,-2,-2,7,-2,-12,3,14,3,-6.0,,,,,,,,,Char1_Wins
isabelle,king dedede,8,3,11,0.7272727272727273,Isabelle,King Dedede,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,,,,,,,,,,,,,,,,,-39,-2,1,0,1,12,-7,-5,-3,-3.0,,,,,,,,,Char1_Wins
chrom,pokemon trainer,16,8,24,0.6666666666666666,Chrom,Pokemon Trainer,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,,,,,,,,,-1,-5,2,-6,-2,-10,15,-21,1,-3.0,,,,,,,,,Char1_Wins
robin,rosalina & luma,3,3,6,0.5,Robin,Rosalina & Luma,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,,,,,,,,,,,,,,,,,13,0,-3,-2,1,-14,-5,8,0,-5.0,,,,,,,,,Char1_Wins
cloud,cloud,7,13,20,0.35,Cloud,Cloud,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Char2_Wins
greninja,king dedede,3,3,6,0.5,Greninja,King Dedede,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,,,,,,,,,,,,,,,,,-39,-2,6,0,-2,3,-12,-9,-1,-9.0,,,,,,,,,Char1_Wins
diddy kong,wolf,27,9,36,0.75,Diddy Kong,Wolf,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,,,,,,,,,92.0,0.13,1.54,1.208,1.281,1.8,2.09,0.09,-2,1,1,-5,2,12,-9,-13,-1,5.0,,,,,,,,,Char1_Wins
fox,piranha plant,5,2,7,0.7142857142857143,Fox,Piranha Plant,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,77.0,0.23,2.402,1.523,1.11,2.1,2.09,0.09,,,,,,,,,-35,-1,5,7,-2,-23,-2,-15,-1,-5.0,,,,,,,,,Char1_Wins
mii brawler,pichu,6,0,6,1.0,Mii Brawler,Pichu,51,94,5,5,30,2,133,14,8,2,6.0,11000,6.807,50.53,3.4303,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,,,,,,,,,62.0,0.14,1.892,1.302,1.029,1.9,1.98,0.1,32,-4,0,-1,-1,-5,2,-25,0,-2.0,,,,,,,,,Char1_Wins
chrom,lucario,4,2,6,0.6666666666666666,Chrom,Lucario,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,92.0,0.084,1.705,1.103,1.281,1.68,2.255,0.09,3,-5,1,-2,-2,-4,12,10,2,-5.0,3.0,0.03,0.43999999999999995,0.10499999999999998,0.02100000000000013,0.1200000000000001,-0.054999999999999716,-0.039999999999999994,Char1_Wins
sora,yoshi,8,4,12,0.6666666666666666,Sora,Yoshi,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,,,,,,,,,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,-19,1,-3,0,1,6,1,-2,3,2.0,,,,,,,,,Char1_Wins
diddy kong,terry,5,2,7,0.7142857142857143,Diddy Kong,Terry,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,,,,,,,,,,,,,,,,,-18,3,3,-11,2,16,-15,0,1,0.0,,,,,,,,,Char1_Wins
falco,peach,7,3,10,0.7,Falco,Peach,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,82.0,0.13,1.619,1.344,0.977,1.8,2.035,0.1,89.0,0.07,1.595,0.924,1.029,1.19,1.826,0.12,-7,-4,2,-6,-2,-21,-5,-10,0,-2.0,-7.0,0.06,0.02400000000000002,0.42000000000000004,-0.051999999999999935,0.6100000000000001,0.20900000000000007,-0.01999999999999999,Char1_Wins
king dedede,pichu,5,4,9,0.5555555555555556,King Dedede,Pichu,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,,,,,,,,,62.0,0.14,1.892,1.302,1.029,1.9,1.98,0.1,65,-2,-3,-3,1,-16,16,-7,3,2.0,,,,,,,,,Char1_Wins
