character_1,character_2,char1_winrate,matchup_binary,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff,Weight_diff,Gravity_diff,Run Maximum Velocity_diff,Walk Maximum Velocity_diff,Maximum Horizontal Air Speed_diff,Maximum Fall Speed_diff,Dash Initial Velocity_diff,Maximum Air Acceleration_diff
chrom,mario,0.9,Char1_Wins,-3,-2,2,-6,-1,-16,12,1,3,-2.0,-3.0,0.027,0.385,0.0529999999999999,0.094,0.3,0.2640000000000002,-0.03
dr. mario,sheik,0.3333333333333333,Char2_Wins,20,-7,-6,3,0,2,6,-9,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,peach,0.6666666666666666,Char1_Wins,8,-4,0,0,-2,-37,-10,-26,-2,5.0,8.0,0.0129999999999999,0.0549999999999999,0.2099999999999998,-0.2589999999999999,0.1300000000000001,-0.0110000000000001,-0.045
olimar,peach,0.5454545454545454,Char1_Wins,-10,0,-1,-8,1,-4,7,-22,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucas,toon link,0.5555555555555556,Char1_Wins,3,0,-1,4,-1,12,-6,12,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,dr. mario,0.4545454545454545,Char2_Wins,2,2,4,3,0,9,-3,-8,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mario,rosalina & luma,0.8,Char1_Wins,16,-1,0,8,-2,-5,-3,6,-3,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incineroar,sonic,0.6428571428571429,Char1_Wins,30,-6,-8,1,0,-14,9,-18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,villager,0.6,Char1_Wins,5,-2,0,19,-3,-14,-12,-27,-1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metaknight,shulk,0.8,Char1_Wins,-17,2,2,5,0,-2,-1,1,-2,-6.0,-17.0,0.0119999999999999,0.4179999999999999,0.084,-0.0729999999999999,0.0799999999999998,0.3409999999999997,0.0249999999999999
pichu,pikachu,0.5833333333333334,Char1_Wins,-17,0,-1,4,0,-7,3,-5,0,0.0,-17.0,0.045,-0.1470000000000002,0.0,0.0719999999999999,0.3499999999999998,0.0,0.0
greninja,young link,0.8333333333333334,Char1_Wins,0,-1,3,-3,-3,-23,-2,8,0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pichu,pichu,0.4,Char2_Wins,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrom,wario,0.6666666666666666,Char1_Wins,-13,-5,3,-7,0,-7,15,-15,3,-4.0,-12.0,0.007,0.4950000000000001,0.3189999999999999,0.0310000000000001,0.1899999999999999,0.3630000000000002,-0.0699999999999999
greninja,pichu,0.5714285714285714,Char1_Wins,26,-4,3,-3,-1,-13,4,-16,2,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metaknight,olimar,1.0,Char1_Wins,1,2,4,1,-4,-26,-13,28,-1,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrom,diddy kong,0.5454545454545454,Char1_Wins,5,-4,1,1,-3,-19,18,8,2,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olimar,snake,0.5333333333333333,Char1_Wins,-27,0,-1,12,0,6,23,2,3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olimar,shulk,0.5833333333333334,Char1_Wins,-18,0,-2,4,4,24,12,-27,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowser,olimar,1.0,Char1_Wins,56,-4,4,-2,-4,-15,-2,1,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palutena,roy,0.5135135135135135,Char1_Wins,-4,1,-1,-2,2,14,7,16,-1,2.0,-4.0,0.0059999999999999,-0.068,0.0629999999999999,-0.302,-0.25,-0.165,0.065
ness,wii fit trainer,0.8461538461538461,Char1_Wins,-2,0,-2,-5,0,-19,-1,14,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,lucas,0.4444444444444444,Char2_Wins,-17,-3,4,6,-2,-29,1,-27,-3,-5.0,-17.0,0.14,0.7520000000000002,0.6299999999999999,-0.0449999999999999,0.73,0.2749999999999999,-0.005
lucas,peach,0.6666666666666666,Char1_Wins,5,-1,1,-11,0,1,-3,-6,1,2.0,5.0,0.0199999999999999,0.0549999999999999,-0.031,0.1260000000000001,0.1800000000000001,-0.0110000000000001,-0.0249999999999999
king dedede,metaknight,0.4444444444444444,Char2_Wins,47,-2,-4,-5,3,3,16,-16,2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dr. mario,joker,0.6666666666666666,Char1_Wins,5,-7,-3,3,-1,-4,12,-16,-3,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joker,wolf,0.6842105263157895,Char1_Wins,1,3,0,-4,1,6,-9,19,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corrin,joker,0.875,Char1_Wins,5,-4,-1,6,-1,-6,3,-18,1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrom,link,0.6818181818181818,Char1_Wins,-9,-3,3,3,-4,-11,3,3,0,-1.0,-9.0,0.018,0.611,-0.0390000000000001,0.378,0.1999999999999999,0.2200000000000002,0.0
inkling,olimar,0.8666666666666667,Char1_Wins,15,2,4,1,-2,-16,-15,24,-3,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,dr. mario,0.4285714285714285,Char2_Wins,-1,4,0,-3,0,-5,2,-4,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olimar,yoshi,0.7142857142857143,Char1_Wins,-25,0,-4,3,3,12,12,-4,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,yoshi,0.8181818181818182,Char1_Wins,-7,-2,-4,-1,0,-7,9,3,3,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metaknight,wario,0.8,Char1_Wins,-28,2,2,-2,0,-10,1,10,2,-4.0,-27.0,0.003,0.4399999999999999,0.3500000000000001,-0.2309999999999998,0.0499999999999998,0.3739999999999999,-0.045
corrin,jigglypuff,0.5,Char1_Wins,30,0,2,2,1,2,7,-32,3,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metaknight,wolf,0.7647058823529411,Char1_Wins,-12,4,1,1,-1,-10,-5,20,0,0.0,-12.0,-0.02,0.5499999999999998,0.0310000000000001,-0.2409999999999998,-0.1400000000000001,0.121,-0.015
ike,sonic,0.7647058823529411,Char1_Wins,22,-2,-6,-1,0,-21,-9,-25,3,-8.0,21.0,0.002,-2.343,-0.5319999999999999,-0.074,0.0,-0.4950000000000001,0.0
inkling,peach,0.7,Char1_Wins,5,2,3,-7,-1,-20,-8,2,-2,1.0,5.0,0.0169999999999999,0.33,0.2099999999999998,0.179,0.3900000000000001,0.2919999999999998,-0.0399999999999999
olimar,pokemon trainer,0.3333333333333333,Char2_Wins,-17,0,-3,-2,2,13,14,-24,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,olimar,0.7,Char1_Wins,18,-4,1,8,-3,-33,-17,-4,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrom,peach,0.625,Char1_Wins,6,-5,4,-12,-3,-27,8,-19,1,-2.0,6.0,0.044,0.55,0.2839999999999999,0.2730000000000001,0.6100000000000001,0.3740000000000001,-0.0699999999999999
rosalina & luma,wolf,0.75,Char1_Wins,-10,0,0,-6,2,14,0,-12,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,joker,1.0,Char1_Wins,4,-3,-3,0,-1,-9,14,-20,1,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mario,mii swordfighter,0.8571428571428571,Char1_Wins,-2,-2,1,6,-2,-1,-4,-4,-4,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
megaman,sonic,0.8181818181818182,Char1_Wins,16,0,-4,-8,4,-5,0,-8,0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metaknight,villager,0.6,Char1_Wins,-12,4,3,12,-4,-7,-8,5,1,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incineroar,isabelle,0.8333333333333334,Char1_Wins,28,-3,-2,3,-4,-9,2,-6,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,wolf,0.8,Char1_Wins,5,0,-3,-4,0,-3,5,-1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
megaman,villager,0.8,Char1_Wins,10,3,2,1,0,8,-6,-12,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isabelle,zero suit samus,0.5714285714285714,Char1_Wins,8,-4,-5,2,3,9,4,-6,-1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowser,mii swordfighter,0.5,Char1_Wins,35,-3,2,2,-3,-9,5,-5,-2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pokemon trainer,simon,0.6666666666666666,Char1_Wins,-11,5,3,11,-2,-2,-31,10,-2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,lucas,0.7142857142857143,Char1_Wins,3,-1,-2,-1,-2,-24,7,-9,1,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incineroar,palutena,0.6842105263157895,Char1_Wins,25,-3,-5,2,-2,-11,-3,-12,-1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridley,sonic,0.7142857142857143,Char1_Wins,21,-4,-4,-3,2,-5,0,-9,1,-7.0,21.0,0.0,-1.65,-0.3439999999999998,-0.1579999999999999,0.1300000000000001,-0.51,0.02
bowser,mii brawler,0.6666666666666666,Char1_Wins,41,-2,1,0,-1,-3,9,7,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isabelle,joker,0.6666666666666666,Char1_Wins,-5,-3,-2,0,2,-1,13,-20,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice climbers,peach,0.6,Char1_Wins,3,-3,-1,1,-2,-11,4,-35,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridley,sheik,0.6,Char1_Wins,29,-4,-3,-1,1,5,0,-10,2,1.0,29.0,-0.06,-0.2199999999999997,-0.3699999999999999,-0.1049999999999999,0.03,-0.3779999999999999,-0.0199999999999999
fox,greninja,0.6875,Char1_Wins,-11,-2,0,7,0,-4,0,-14,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mii brawler,pokemon trainer,0.6363636363636364,Char1_Wins,-2,-2,0,-4,-1,1,3,-30,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
megaman,peach,0.8181818181818182,Char1_Wins,13,1,2,-18,1,-15,-4,-11,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greninja,roy,0.4642857142857143,Char2_Wins,-7,1,1,-3,1,3,-3,6,0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrom,yoshi,0.6538461538461539,Char1_Wins,-9,-5,1,-1,-1,-11,13,-1,2,-3.0,-9.0,0.034,0.0990000000000002,0.0,-0.042,0.51,0.2200000000000002,-0.048
isabelle,lucas,0.4285714285714285,Char2_Wins,-6,-1,-1,-1,1,-16,6,-9,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,incineroar,0.8,Char1_Wins,-19,3,1,-3,1,1,-1,6,3,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palutena,simon,0.875,Char1_Wins,-16,3,4,6,-2,2,-16,-1,-2,-1.0,-16.0,0.0349999999999999,0.5569999999999999,0.5109999999999999,0.06,-0.3,0.3050000000000001,0.085
shulk,shulk,0.8,Char1_Wins,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowser,greninja,0.5,Char1_Wins,47,-2,-2,2,-1,5,7,-2,-1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice climbers,yoshi,0.8,Char1_Wins,-12,-3,-4,12,0,5,9,-17,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheik,yoshi,0.5555555555555556,Char1_Wins,-26,1,2,-1,0,-4,1,16,-1,-4.0,-26.0,0.0699999999999999,0.3740000000000001,0.262,-0.189,0.4599999999999999,0.1979999999999999,-0.008
lucas,samus,0.625,Char1_Wins,-14,0,0,6,-1,2,-14,7,2,2.0,-14.0,0.015,-0.004,-0.2219999999999999,0.052,0.04,-0.0550000000000001,0.005
lucas,pokemon trainer,0.5833333333333334,Char1_Wins,-2,-1,-1,-5,1,18,4,-8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucas,mii brawler,0.3333333333333333,Char2_Wins,0,1,-1,-1,2,17,1,22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,ridley,0.7333333333333333,Char1_Wins,-7,-1,1,7,-1,6,3,-7,2,1.0,-7.0,0.008,-0.0330000000000003,0.0549999999999999,0.1049999999999999,-0.1,0.345,0.0
cloud,ice climbers,0.3333333333333333,Char2_Wins,8,-1,4,-7,0,2,-5,16,2,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joker,samus,0.7142857142857143,Char1_Wins,-15,2,1,5,-2,-13,-21,18,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dr. mario,link,0.8,Char1_Wins,-6,-4,-2,6,-3,-2,-3,11,-3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucas,pikachu,0.5,Char1_Wins,15,-3,-2,2,1,5,6,-8,2,-2.0,15.0,-0.005,-0.3890000000000002,-0.409,0.198,-0.1799999999999999,-0.165,-0.005
greninja,ice climbers,1.0,Char1_Wins,-4,1,6,-13,0,-13,-6,16,1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridley,shulk,0.7142857142857143,Char1_Wins,10,-3,1,-1,2,13,1,-17,-2,-6.0,10.0,-0.008,0.5280000000000002,-0.0549999999999999,-0.0629999999999999,0.1999999999999999,-0.07,0.02
lucas,sonic,0.6666666666666666,Char1_Wins,8,-2,-5,-1,3,11,1,-3,2,-3.0,8.0,0.0,-2.2,-0.5509999999999999,-0.0529999999999999,-0.2799999999999998,-0.4950000000000001,0.045
chrom,pyra mythra,0.6666666666666666,Char1_Wins,0,-1,-1,-2,-1,-22,8,4,-1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inkling,ridley,0.45,Char2_Wins,-13,5,1,6,0,-5,-4,14,-2,3.0,-13.0,-0.003,-0.2750000000000001,0.0339999999999998,0.1579999999999999,-0.1999999999999999,0.3179999999999998,0.0099999999999999
fox,incineroar,0.6153846153846154,Char1_Wins,-39,1,7,4,1,-4,-7,-12,-1,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrom,villager,0.6153846153846154,Char1_Wins,3,-3,4,7,-4,-4,6,-20,2,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucas,pichu,0.6666666666666666,Char1_Wins,32,-3,-1,-2,1,12,3,-3,2,-2.0,32.0,-0.05,-0.242,-0.409,0.1260000000000001,-0.5299999999999998,-0.165,-0.005
chrom,incineroar,0.7,Char1_Wins,-21,0,6,-3,0,-3,3,2,2,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrom,ken,0.4,Char2_Wins,-8,-2,3,-7,-2,11,3,10,3,-2.0,-8.0,-0.0059999999999999,0.385,0.383,0.1819999999999999,0.1999999999999999,0.2640000000000002,0.015
inkling,sonic,0.5517241379310345,Char1_Wins,8,1,-3,3,2,-10,-4,5,-1,-4.0,8.0,-0.003,-1.925,-0.31,0.0,-0.0699999999999998,-0.1920000000000001,0.03
isabelle,toon link,0.5454545454545454,Char1_Wins,-3,-1,-2,3,0,-4,0,3,-2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greninja,rosalina & luma,0.7142857142857143,Char1_Wins,6,0,3,2,-2,-18,-1,7,0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greninja,pikachu,0.8461538461538461,Char1_Wins,9,-4,2,1,-1,-20,7,-21,2,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucas,mario,0.5714285714285714,Char1_Wins,-4,2,-1,-5,2,12,1,14,3,2.0,-4.0,0.003,-0.1100000000000001,-0.262,-0.0529999999999999,-0.1299999999999999,-0.121,0.015
inkling,pichu,0.5,Char1_Wins,32,0,1,2,0,-9,-2,5,-1,-3.0,32.0,-0.053,0.0330000000000001,-0.1680000000000001,0.179,-0.3199999999999998,0.1379999999999999,-0.02
chrom,olimar,0.6,Char1_Wins,16,-5,5,-4,-4,-23,1,3,0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corrin,zero suit samus,0.75,Char1_Wins,18,-5,-4,8,0,4,-6,-4,2,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roy,sheik,0.75,Char1_Wins,17,-4,-1,3,-1,-7,5,-23,3,2.0,17.0,-0.0359999999999999,-0.2749999999999999,-0.262,0.147,0.05,0.0220000000000002,-0.0399999999999999
inkling,jigglypuff,0.6153846153846154,Char1_Wins,26,5,4,1,2,2,6,-17,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,samus,0.7857142857142857,Char1_Wins,-8,-3,2,11,-3,-8,-12,-6,3,-1.0,-8.0,0.023,0.5129999999999999,0.04,0.052,0.3499999999999998,0.2749999999999999,-0.0199999999999999
isabelle,peach,0.8333333333333334,Char1_Wins,-1,-2,0,-12,1,-15,3,-15,-1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greninja,ken,0.625,Char1_Wins,-15,1,4,-7,-1,14,-7,10,3,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dr. mario,sonic,0.4,Char2_Wins,12,-7,-7,1,1,-8,6,-8,-1,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyra mythra,rosalina & luma,0.6,Char1_Wins,13,-2,3,4,-2,1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olimar,toon link,0.375,Char2_Wins,-12,1,-3,7,0,7,4,-4,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dr. mario,wolf,0.4666666666666667,Char2_Wins,6,-4,-3,-1,0,2,3,3,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banjo & kazooie,roy,0.2857142857142857,Char2_Wins,11,0,-3,-7,4,20,-6,9,-1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banjo & kazooie,pikachu,0.5714285714285714,Char1_Wins,27,-5,-2,-3,2,-3,4,-18,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robin,villager,0.7142857142857143,Char1_Wins,3,0,-1,3,0,3,-8,-19,2,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
megaman,simon,0.2,Char2_Wins,-5,6,3,-1,0,0,-28,-3,-3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banjo & kazooie,greninja,1.0,Char1_Wins,18,-1,-4,-4,3,17,-3,3,-1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pichu,simon,0.2857142857142857,Char2_Wins,-45,7,3,8,-2,4,-30,5,-3,2.0,-45.0,0.055,0.3719999999999999,0.542,0.0889999999999999,0.0499999999999998,0.25,0.07
banjo & kazooie,metaknight,0.6,Char1_Wins,26,-5,-2,-9,4,23,1,-22,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hero,piranha plant,0.8333333333333334,Char1_Wins,-11,3,1,-3,0,-17,-6,-2,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inkling,mii brawler,0.4285714285714285,Char2_Wins,0,4,1,3,1,-4,-4,30,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hero,megaman,0.5,Char1_Wins,-1,-1,-1,3,-1,-7,-2,-9,3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ness,olimar,0.6428571428571429,Char1_Wins,15,-2,1,-6,-1,-11,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucina,olimar,0.4285714285714285,Char2_Wins,11,-1,5,-4,-4,-6,-9,15,1,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
megaman,pokemon trainer,0.8235294117647058,Char1_Wins,6,1,0,-12,2,2,3,-13,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hero,olimar,0.6,Char1_Wins,22,0,2,-7,-1,-18,-13,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greninja,pokemon trainer,0.6428571428571429,Char1_Wins,-8,-2,3,-6,-1,-7,5,-21,1,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ken,olimar,0.3333333333333333,Char2_Wins,24,-3,2,3,-2,-34,-2,-7,-3,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pichu,sora,0.6,Char1_Wins,-23,1,2,2,0,-1,-2,17,-3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king dedede,kirby,0.625,Char1_Wins,48,4,-1,-3,3,-22,20,6,3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,ridley,0.6666666666666666,Char1_Wins,-17,2,1,0,1,7,-6,-15,-1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridley,yoshi,0.7058823529411765,Char1_Wins,3,-3,-1,-2,1,1,1,6,1,-3.0,3.0,0.0099999999999999,0.1540000000000003,-0.1079999999999998,-0.294,0.49,-0.1799999999999999,-0.0279999999999999
ridley,wario,0.8,Char1_Wins,-1,-3,1,-8,2,5,3,-8,2,-4.0,0.0,-0.017,0.5500000000000003,0.211,-0.2209999999999998,0.1699999999999999,-0.0369999999999999,-0.0499999999999999
incineroar,young link,0.6666666666666666,Char1_Wins,28,-4,-4,0,-4,-23,5,6,-2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inkling,wario,0.7368421052631579,Char1_Wins,-14,2,2,-2,2,0,-1,6,0,-1.0,-13.0,-0.02,0.2750000000000001,0.2449999999999998,-0.0629999999999999,-0.03,0.2809999999999999,-0.0399999999999999
ike,terry,0.5714285714285714,Char1_Wins,0,3,0,-9,-1,-7,-18,-1,4,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sonic,terry,0.6666666666666666,Char1_Wins,-22,5,6,-8,-1,14,-9,24,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falco,ridley,0.6923076923076923,Char1_Wins,-25,-1,0,7,-1,-6,-1,2,0,0.0,-25.0,0.04,-0.5810000000000002,0.244,-0.073,0.02,0.2350000000000001,0.03
joker,zelda,0.6875,Char1_Wins,8,1,2,6,-2,13,-14,25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incineroar,terry,0.5714285714285714,Char1_Wins,8,-1,-2,-7,-1,0,0,6,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mewtwo,terry,0.5,Char1_Wins,-30,3,4,-10,2,3,-6,11,4,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incineroar,sora,0.5,Char1_Wins,31,-6,-2,2,-2,-14,9,-1,-3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridley,samus,0.5714285714285714,Char1_Wins,-1,-2,1,4,-2,-14,-15,1,1,-2.0,-1.0,0.015,0.5460000000000003,-0.0149999999999999,-0.0529999999999999,0.4499999999999999,-0.07,-0.0199999999999999
falco,pichu,0.8461538461538461,Char1_Wins,20,-6,0,3,-1,-10,1,-7,1,-6.0,20.0,-0.01,-0.2729999999999999,0.042,-0.0519999999999999,-0.0999999999999998,0.0550000000000001,0.0
mario,ridley,0.4166666666666667,Char2_Wins,-9,0,0,7,-1,4,0,-8,-2,2.0,-9.0,-0.003,-0.4400000000000001,0.0549999999999999,0.1579999999999999,-0.28,0.1359999999999999,0.0099999999999999
luigi,zelda,0.4545454545454545,Char2_Wins,12,-4,0,18,-3,-10,-14,-6,-1,2.0,12.0,0.012,0.2199999999999999,0.2199999999999998,-0.322,-0.03,-0.143,0.0099999999999999
cloud,mewtwo,0.6666666666666666,Char1_Wins,22,-3,-1,6,-2,12,0,-3,0,0.0,21.0,0.016,-0.088,-0.1049999999999999,-0.1579999999999999,0.1299999999999999,-0.1099999999999998,0.0
kazuya,samus,0.875,Char1_Wins,5,-1,-3,23,-3,-32,-19,-16,-1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,sora,0.8,Char1_Wins,12,-5,0,11,-1,-27,-6,-6,-4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kazuya,link,0.4,Char2_Wins,9,0,-3,21,-3,-17,-13,-7,-3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,greninja,0.625,Char1_Wins,-7,3,-4,12,1,28,-3,1,-2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,robin,0.8,Char1_Wins,-14,3,2,16,-2,24,1,0,-2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ike,pichu,0.5555555555555556,Char1_Wins,46,-3,-2,-2,-2,-20,-7,-25,3,-7.0,45.0,-0.048,-0.385,-0.39,0.1049999999999999,-0.25,-0.165,-0.05
fox,inkling,0.6956521739130435,Char1_Wins,-17,-6,2,2,-1,-8,6,-35,0,-4.0,-17.0,0.143,0.4770000000000001,0.389,-0.0979999999999998,0.52,-0.028,0.0099999999999999
corrin,inkling,0.7,Char1_Wins,4,-5,-2,1,-1,0,1,-15,4,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,ken,0.3333333333333333,Char2_Wins,-22,4,0,5,0,42,-10,11,1,3.0,-22.0,0.0,0.0,0.12,-0.1010000000000002,0.1699999999999999,0.0,0.06
byleth,falco,0.7142857142857143,Char1_Wins,15,2,-3,-6,0,-2,9,-5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isabelle,wario,0.8,Char1_Wins,-20,-2,-1,-7,4,5,10,-11,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,incineroar,0.4,Char2_Wins,-35,6,3,9,2,28,-10,3,0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greninja,wario,0.625,Char1_Wins,-20,-2,4,-7,1,-4,5,-15,3,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,sephiroth,0.5555555555555556,Char1_Wins,2,2,0,15,0,21,-2,-9,-3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
