character_1,character_2,char1_wins,char2_wins,total_games,char1_winrate,char1_normalized,char2_normalized,id_char1,weight_char1,recovery_char1,speed_char1,combo_game_char1,projectiles_char1,killpower_char1,ledgetrap_char1,edgeguard_char1,spacing_char1,cheese_char1,popularity_char1,pro_scene_char1,online_winrate_char1,easy_char1,id_char2,weight_char2,recovery_char2,speed_char2,combo_game_char2,projectiles_char2,killpower_char2,ledgetrap_char2,edgeguard_char2,spacing_char2,cheese_char2,popularity_char2,pro_scene_char2,online_winrate_char2,easy_char2,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff
diddy kong,rosalina & luma,5,7,12,0.4166666666666667,Diddy Kong,Rosalina & Luma,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,8,1,1,1,0,-2,-9,-1,-2,-1.0
inkling,lucas,8,10,18,0.4444444444444444,Inkling,Lucas,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,37,94,6,4,29,4,150,15,30,4,6.0,14500,4.773,52.91,3.9585,0,3,2,4,-1,-21,-5,8,-3,-1.0
lucas,yoshi,11,7,18,0.6111111111111112,Lucas,Yoshi,37,94,6,4,29,4,150,15,30,4,6.0,14500,4.773,52.91,3.9585,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-10,-1,-2,0,2,17,2,12,2,1.0
metaknight,yoshi,8,6,14,0.5714285714285714,Meta Knight,Yoshi,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-24,2,0,4,-1,-14,-1,24,1,-3.0
rosalina & luma,yoshi,7,6,13,0.5384615384615384,Rosalina & Luma,Yoshi,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-22,-2,-1,-3,2,10,4,-8,2,3.0
link,roy,11,8,19,0.5789473684210527,Link,Roy,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,9,1,-3,-6,4,11,4,3,0,0.0
lucina,shulk,9,12,21,0.4285714285714285,Lucina,Shulk,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,-7,-1,3,0,0,18,3,-12,0,-7.0
fox,king k. rool,9,4,13,0.6923076923076923,Fox,King K. Rool,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,-56,-2,5,6,-2,-9,-1,-8,-2,-9.0
king k. rool,olimar,6,3,9,0.6666666666666666,King K. Rool,Olimar,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,54,-2,1,-3,-1,-15,-8,-3,-1,1.0
chrom,young link,4,5,9,0.4444444444444444,Chrom,Young Link,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,7,-4,2,-3,-4,-26,8,8,0,-5.0
chrom,ness,16,9,25,0.64,Chrom,Ness,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,1,-3,4,2,-3,-12,1,-3,0,-7.0
king k. rool,megaman,6,2,8,0.75,King K. Rool,Megaman,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,31,-3,-2,7,-1,-4,3,-14,1,5.0
falco,olimar,6,3,9,0.6666666666666666,Falco,Olimar,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,3,-4,3,2,-3,-17,-12,12,-1,-7.0
chrom,king k. rool,6,7,13,0.4615384615384615,Chrom,King K. Rool,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,-38,-3,4,-1,-3,-8,9,6,1,-8.0
bayonetta,palutena,12,7,19,0.631578947368421,Bayonetta,Palutena,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,-10,3,-2,11,0,17,-13,-9,-1,2.0
ike,luigi,10,1,11,0.9090909090909092,Ike,Luigi,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,11,3,0,-11,-1,6,-3,-2,4,-8.0
marth,toon link,6,5,11,0.5454545454545454,Marth,Toon Link,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,-1,0,2,4,-4,-3,-9,11,1,-2.0
diddy kong,marth,1,5,6,0.1666666666666666,Diddy Kong,Marth,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,0,0,-1,-2,3,6,-4,-20,-3,5.0
marth,wario,4,1,5,0.8,Marth,Wario,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,-18,-1,3,-6,0,6,1,-3,4,-4.0
chrom,samus,2,4,6,0.3333333333333333,Chrom,Samus,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,-13,-4,3,5,-4,-26,-3,-6,2,-2.0
metaknight,ridley,3,2,5,0.6,Meta Knight,Ridley,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,-27,5,1,6,-2,-15,-2,18,0,0.0
jigglypuff,yoshi,3,5,8,0.375,Jigglypuff,Yoshi,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-36,-3,-4,3,-1,-6,-9,37,0,-1.0
ike,yoshi,22,13,35,0.6285714285714286,Ike,Yoshi,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,4,-1,-3,0,-1,-15,-8,-10,3,-4.0
palutena,terry,15,3,18,0.8333333333333334,Palutena,Terry,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,-17,2,3,-9,1,11,3,18,2,-2.0
bowser,terry,4,4,8,0.5,Bowser,Terry,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,27,0,3,-8,-1,5,0,6,2,1.0
lucina,terry,6,1,7,0.8571428571428571,Lucina,Terry,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,-18,3,4,-10,-1,14,-7,20,4,-6.0
lucas,ness,12,5,17,0.7058823529411765,Lucas,Ness,37,94,6,4,29,4,150,15,30,4,6.0,14500,4.773,52.91,3.9585,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,0,1,1,3,0,16,-10,10,0,-3.0
chrom,lucina,20,4,24,0.8333333333333334,Chrom,Lucina,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,5,-4,0,0,0,-17,10,-12,-1,1.0
ike,shulk,6,1,7,0.8571428571428571,Ike,Shulk,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,11,-1,-1,1,0,-3,-8,-33,0,-7.0
ike,rosalina & luma,4,1,5,0.8,Ike,Rosalina & Luma,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,26,1,-2,3,-3,-25,-12,-2,1,-7.0
dr. mario,mario,2,3,5,0.4,Dr. Mario,Mario,18,98,1,2,31,2,131,20,25,1,2.0,7500,3.394,54.64,3.457766667,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,0,-3,-3,-3,0,-7,6,9,0,-2.0
piranha plant,roy,3,2,5,0.6,Piranha Plant,Roy,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,17,0,-4,-3,3,22,-1,7,-2,3.0
kazuya,piranha plant,3,2,5,0.6,Kazuya,Piranha Plant,80,113,5,1,46,2,116,10,7,1,10.0,22100,8.638,53.49,5.6807,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,1,1,-2,18,-2,-28,-8,-11,-1,4.0
isabelle,piranha plant,4,1,5,0.8,Isabelle,Piranha Plant,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,-24,1,0,0,1,-10,3,3,0,1.0
ike,mii brawler,3,4,7,0.4285714285714285,Ike,Mii Brawler,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,51,94,5,5,30,2,133,14,8,2,6.0,11000,6.807,50.53,3.4303,14,1,-2,-1,-1,-15,-9,0,3,-5.0
terry,zelda,3,3,6,0.5,Terry,Zelda,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,23,-4,0,16,-3,3,1,-7,-1,0.0
marth,peach,4,3,7,0.5714285714285714,Marth,Peach,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,1,-1,4,-11,-3,-14,-6,-7,2,-2.0
greninja,zelda,6,1,7,0.8571428571428571,Greninja,Zelda,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,3,-2,5,6,-3,3,-6,1,2,-6.0
kazuya,palutena,1,4,5,0.2,Kazuya,Palutena,80,113,5,1,46,2,116,10,7,1,10.0,22100,8.638,53.49,5.6807,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,22,0,-5,17,-1,-20,-16,-20,-2,5.0
joker,marth,3,7,10,0.3,Joker,Marth,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,3,2,-2,-1,2,0,-4,12,-1,5.0
marth,palutena,9,8,17,0.5294117647058824,Marth,Palutena,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,-1,1,1,0,-2,-1,-14,2,2,-3.0
bayonetta,littlemac,3,2,5,0.6,Bayonetta,Little Mac,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,-6,7,-4,15,2,37,-12,14,0,-3.0
bayonetta,megaman,1,6,7,0.1428571428571428,Bayonetta,Megaman,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,-21,0,-1,18,-2,19,-1,-7,0,2.0
bayonetta,cloud,11,9,20,0.55,Bayonetta,Cloud,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,-19,5,-2,6,1,13,-4,1,-3,4.0
jigglypuff,pikachu,6,2,8,0.75,Jigglypuff,Pikachu,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,-11,-5,-4,5,-2,-18,-5,17,0,-4.0
jigglypuff,zelda,4,3,7,0.5714285714285714,Jigglypuff,Zelda,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,-17,-3,-1,10,-4,5,-18,39,0,-3.0
falco,megaman,5,2,7,0.7142857142857143,Falco,Megaman,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,-20,-5,0,12,-3,-6,-1,1,1,-3.0
ganondorf,mario,9,3,12,0.75,Ganondorf,Mario,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,20,-3,-3,-8,-1,-5,-4,-4,1,1.0
ganondorf,toon link,4,4,8,0.5,Ganondorf,Toon Link,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,27,-5,-3,1,-4,-5,-11,-6,-2,1.0
ness,rosalina & luma,5,4,9,0.5555555555555556,Ness,Rosalina & Luma,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,12,0,-2,0,0,-9,8,10,0,1.0
ganondorf,rosalina & luma,2,4,6,0.3333333333333333,Ganondorf,Rosalina & Luma,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,36,-4,-3,0,-3,-10,-7,2,-2,-3.0
ganondorf,ness,13,9,22,0.5909090909090909,Ganondorf,Ness,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,24,-4,-1,0,-3,-1,-15,-8,-2,-4.0
pikachu,terry,2,3,5,0.4,Pikachu,Terry,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,-29,6,3,-11,1,20,-14,29,1,1.0
hero,snake,5,2,7,0.7142857142857143,Hero,Snake,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-5,0,1,5,-1,-12,10,4,4,0.0
king k. rool,yoshi,14,9,23,0.6086956521739131,King K. Rool,Yoshi,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,29,-2,-3,0,2,-3,4,-7,1,5.0
hero,joker,4,2,6,0.6666666666666666,Hero,Joker,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,8,-1,-1,-3,1,-8,4,-25,1,3.0
hero,king dedede,4,3,7,0.5714285714285714,Hero,King Dedede,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,-26,0,2,-3,0,5,-16,-10,0,0.0
hero,pokemon trainer,6,3,9,0.6666666666666666,Hero,Pokemon Trainer,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,5,0,-1,-9,1,-5,1,-22,2,5.0
pichu,pit,4,1,5,0.8,Pichu,Pit,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,-34,3,0,2,0,-1,5,-3,-2,7.0
mario,pit,6,3,9,0.6666666666666666,Mario,Pit,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,2,-2,0,5,-1,-1,7,-20,-3,3.0
ness,yoshi,25,20,45,0.5555555555555556,Ness,Yoshi,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-10,-2,-3,-3,2,1,12,2,2,4.0
link,pit,2,3,5,0.4,Link,Pit,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,8,-1,-1,-4,2,-6,16,-22,0,2.0
bowser,pit,7,0,7,1.0,Bowser,Pit,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,39,-3,1,1,-2,-9,16,-21,-1,7.0
link,metaknight,4,3,7,0.5714285714285714,Link,Meta Knight,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,24,-4,-2,-8,4,14,11,-28,1,1.0
palutena,sephiroth,7,9,16,0.4375,Palutena,Sephiroth,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,12,-1,2,4,0,4,11,0,-2,-1.0
megaman,sephiroth,5,2,7,0.7142857142857143,Megaman,Sephiroth,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,23,2,1,-3,2,2,-1,-2,-3,-1.0
greninja,piranha plant,1,4,5,0.2,Greninja,Piranha Plant,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,-24,1,5,0,-2,-19,-2,-1,2,-5.0
corrin,diddy kong,8,2,10,0.8,Corrin,Diddy Kong,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,8,-2,-2,7,-2,-12,3,14,3,-6.0
isabelle,king dedede,8,3,11,0.7272727272727273,Isabelle,King Dedede,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,-39,-2,1,0,1,12,-7,-5,-3,-3.0
chrom,pokemon trainer,16,8,24,0.6666666666666666,Chrom,Pokemon Trainer,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,-1,-5,2,-6,-2,-10,15,-21,1,-3.0
robin,rosalina & luma,3,3,6,0.5,Robin,Rosalina & Luma,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,13,0,-3,-2,1,-14,-5,8,0,-5.0
cloud,cloud,7,13,20,0.35,Cloud,Cloud,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,0,0,0,0,0,0,0,0,0,0.0
greninja,king dedede,3,3,6,0.5,Greninja,King Dedede,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,-39,-2,6,0,-2,3,-12,-9,-1,-9.0
diddy kong,wolf,27,9,36,0.75,Diddy Kong,Wolf,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,-2,1,1,-5,2,12,-9,-13,-1,5.0
fox,piranha plant,5,2,7,0.7142857142857143,Fox,Piranha Plant,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,-35,-1,5,7,-2,-23,-2,-15,-1,-5.0
mii brawler,pichu,6,0,6,1.0,Mii Brawler,Pichu,51,94,5,5,30,2,133,14,8,2,6.0,11000,6.807,50.53,3.4303,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,32,-4,0,-1,-1,-5,2,-25,0,-2.0
chrom,lucario,4,2,6,0.6666666666666666,Chrom,Lucario,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,3,-5,1,-2,-2,-4,12,10,2,-5.0
sora,yoshi,8,4,12,0.6666666666666666,Sora,Yoshi,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-19,1,-3,0,1,6,1,-2,3,2.0
diddy kong,terry,5,2,7,0.7142857142857143,Diddy Kong,Terry,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,-18,3,3,-11,2,16,-15,0,1,0.0
falco,peach,7,3,10,0.7,Falco,Peach,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,-7,-4,2,-6,-2,-21,-5,-10,0,-2.0
king dedede,pichu,5,4,9,0.5555555555555556,King Dedede,Pichu,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,65,-2,-3,-3,1,-16,16,-7,3,2.0
jigglypuff,toon link,4,1,5,0.8,Jigglypuff,Toon Link,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,-23,-2,-3,7,-4,-11,-17,37,-2,0.0
greninja,sora,6,1,7,0.8571428571428571,Greninja,Sora,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,3,-3,5,-1,-1,-14,2,1,-1,-6.0
joker,wii fit trainer,7,1,8,0.875,Joker,Wii Fit Trainer,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,47,96,5,5,31,4,153,26,6,1,6.0,12000,4.553,54.15,4.331466667,-3,3,0,-3,-1,-18,-18,35,3,1.0
bayonetta,link,9,6,15,0.6,Bayonetta,Link,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,-23,3,0,15,-2,20,-10,4,-2,4.0
diddy kong,mii swordfighter,4,1,5,0.8,Diddy Kong,Mii Swordfighter,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,52,100,6,4,28,4,139,18,20,5,6.0,5000,3.514,52.55,3.1267,-10,0,2,-1,0,2,-10,-11,-3,1.0
mii swordfighter,pokemon trainer,9,3,12,0.75,Mii Swordfighter,Pokemon Trainer,52,100,6,4,28,4,139,18,20,5,6.0,5000,3.514,52.55,3.1267,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,4,-1,-1,-6,1,7,7,-18,2,1.0
diddy kong,metaknight,2,3,5,0.4,Diddy Kong,Meta Knight,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,10,-3,0,-6,3,22,-4,-33,-1,5.0
chrom,jigglypuff,9,5,14,0.6428571428571429,Chrom,Jigglypuff,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,27,-2,5,-4,0,-5,22,-38,2,-2.0
sephiroth,zero suit samus,1,4,5,0.2,Sephiroth,Zero Suit Samus,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,-1,-3,-4,-1,1,7,-2,0,2,2.0
link,megaman,5,0,5,1.0,Link,Megaman,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,2,-3,-1,3,0,-1,9,-11,2,-2.0
joker,terry,5,1,6,0.8333333333333334,Joker,Terry,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,-15,5,2,-10,1,10,-15,32,3,0.0
mii swordfighter,terry,3,2,5,0.6,Mii Swordfighter,Terry,52,100,6,4,28,4,139,18,20,5,6.0,5000,3.514,52.55,3.1267,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,-8,3,1,-10,2,14,-5,11,4,-1.0
ike,simon,3,4,7,0.4285714285714285,Ike,Simon,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,66,107,2,2,23,5,134,42,28,5,6.0,8000,3.656,57.5,3.0913,1,4,1,6,-4,-16,-37,-20,0,-5.0
littlemac,yoshi,9,5,14,0.6428571428571429,Little Mac,Yoshi,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-17,-6,2,-4,-1,-17,12,-14,0,5.0
corrin,olimar,3,3,6,0.5,Corrin,Olimar,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,19,-3,2,2,-3,-16,-14,9,1,-8.0
